user_id,typing_speed,click_interval,mouse_speed,read_time,navigation_entropy,navigation_depth,label,attack_type,typing_deviation,click_deviation,mouse_deviation,read_deviation,entropy_deviation
user_079,311.8956322240661,633.886400672838,2.5337799250514537,4150.478377450222,0.4662763075144208,2,legitimate,none,0.07215745107026827,0.014733003163375698,0.10791420048952668,0.024016956407703717,0.04752988879724522
user_050,283.00597229090624,705.3535406173986,1.6035763828733445,11361.99263436239,0.5053155570730081,11,attack,social_engineering,0.35481005552185113,0.5535083958941732,0.5487218259905304,2.850523075973931,1.2332243787332153
user_056,363.8883554706933,426.13095180292834,2.0752348244755976,2426.637026444639,0.40588010933538704,5,legitimate,none,0.1094121043148777,0.020834446919608965,0.02422196361004294,0.06340694230518676,0.010594046795466909
user_047,500.03975683120893,569.2513848063711,1.7946448725545647,8318.614228847451,0.5494948708328646,11,attack,behavioral_anomaly,0.6979830843001732,0.3806428207349076,0.6726300258706288,1.1132452344656192,1.39223045521936
user_060,198.0242109024336,485.20823026852406,2.4801732299502572,4172.978429916205,0.4540417783024559,4,legitimate,none,0.23505504537246164,0.05332954219957773,0.0540569224126954,0.06663328769392872,0.04761351992601432
user_035,340.63734529721825,194.14968822669962,4.555433750797185,1242.109205290108,0.6911283791109648,11,attack,credential_theft,0.8425449832913546,0.6631539255777104,1.108795952220123,0.7417754363101118,2.2618177553590213
user_055,213.27023085933135,603.6278470212019,3.0728442018027726,4265.163261674082,0.5812096374490672,3,legitimate,none,0.1479526404702725,0.0253346790370728,0.04168031172839214,0.038788719987165154,0.14387319833318551
user_033,324.01145044536315,419.2001435628884,1.5467486391599885,2400.151194122855,0.40131440508215377,5,legitimate,none,0.021923107251944268,0.021273935525794634,0.008211885876050472,0.13090630033917136,0.0350741893772218
user_023,578.4448871777091,257.8948546538177,3.6837197750237283,2135.2444094904577,0.8825916942240032,8,attack,credential_theft,0.7837155299307709,0.5850236699102308,1.361797614808542,0.5435246145558316,1.247473095020169
user_064,234.87496935253722,546.5758717831526,2.953061636474578,2688.9247319818683,0.6209567436559819,5,legitimate,none,0.09609702551146102,0.06701933394790859,0.00923658537513512,0.05312939961362125,0.0711887590920748
user_061,607.2151695862151,710.9515803282308,3.809238951401575,9348.937435509153,0.46114556870735796,7,attack,behavioral_anomaly,0.7591750092954497,0.40359982780153125,0.9347341753509125,1.131755227022775,0.6961706469047776
user_098,224.16733906456818,626.571765584332,1.82726359676607,2881.055507776238,0.31046269377055213,3,legitimate,none,0.07035174585709592,0.14326848107567372,0.0026635206505202357,0.12349732445390238,0.13439193931909701
user_046,344.8358801954417,511.2895104850393,2.545380102857352,3282.806904133951,0.2398186441155084,4,legitimate,none,0.11611003688563055,0.020426253739603627,0.06786932291384735,0.0560009215563348,0.008237219397168927
user_068,272.658476830809,450.60118746906016,1.3798992779022237,3465.726233788308,0.29399138818184123,4,legitimate,none,0.09799851264447076,0.07925708171104755,0.09193591477504501,0.049725444123855975,0.10729678494936372
user_065,334.7416426208323,556.4422077066043,2.7112723590232206,3096.4847070609503,0.2635837903485327,5,legitimate,none,0.12488183443583674,0.06650914035807909,0.04369763323897456,0.049808356110882114,0.008049768866835384
user_058,148.35073305368613,296.0419570785634,3.5403695891157625,2640.04236744557,0.1936523186751327,3,legitimate,none,0.04964327003565285,0.06000305421144974,0.020926198725232555,0.14300252278569625,0.06528184575569627
user_005,319.2729211063701,414.51814165171857,2.864210998729669,3409.154924409429,0.159816467611573,3,legitimate,none,0.03985773987974292,0.09121192308170126,0.12644325492546993,0.0974490424154753,0.06486860089682714
user_039,228.44624631325823,612.6689636843129,3.578104983798561,4514.649570612421,0.47175582172698827,6,legitimate,none,0.0391387210840028,0.03774959583013408,0.030673435357514593,0.03145280998175632,0.0582663414737392
user_089,301.9650078916007,649.0019053999173,3.1130237115725694,2959.1448510100527,0.19197284120884295,3,legitimate,none,0.11042786567819678,0.06537801311777196,0.04512416333969439,0.05421729012486225,0.02344401510547532
user_025,523.476658661478,381.52222293974495,11.719654634923272,659.3170981354963,1.0,14,attack,session_hijack,1.2235714677939626,0.39171136772540516,2.2716435784541464,0.6737437153485294,1.6327131883840535
user_008,309.6010841472103,286.3089434764452,2.7034415484810306,1315.2403765727008,0.5566721616454796,6,attack,credential_theft,0.7751577383663615,0.42516412496988004,1.4506217727483217,0.72181658875757,1.089210319886678
user_089,300.7037020419047,821.1145784084194,3.1111171498925185,3603.5966858966276,0.18299002432809258,6,legitimate,none,0.11414360262593418,0.18247994704598877,0.04570897407294236,0.15175823100415026,0.024445103571426957
user_027,184.07791144799484,550.7229625234062,3.7322235285562613,2956.875457949345,0.6763438933220157,4,legitimate,none,0.14239000865665338,0.08513365618728347,0.2004359124285515,0.04335754456098702,0.15161188896871777
user_075,222.8709029966694,628.626367637484,1.1709687278201064,4535.344261192566,0.29312600385649273,6,legitimate,none,0.042450813099560836,0.014615181334505683,0.09455171622175478,0.02069107006023183,0.058848685625243854
user_023,457.55833111713474,278.995952204485,3.9363262442674958,1248.7728474795615,1.0,8,attack,credential_theft,0.4109449649471988,0.5510700804359613,1.5237549277915292,0.7330356823079218,1.5464471394059556
user_032,330.4352369572313,1305.694681533271,1.9129244914656565,10148.25611053101,0.31653640015011775,8,attack,social_engineering,0.4780829450940763,1.3614431998969965,0.3405048408354763,1.813236616287244,0.6604718131059609
user_081,319.7812101950664,466.83694762221046,0.9551790387740753,5010.707328005668,0.18639230242813812,5,legitimate,none,0.028329698854187933,0.024482662589080825,0.07489873646059583,0.06245807554861524,0.024527561971380105
user_002,141.92821120525304,627.2255684033535,3.547659829433724,2989.407810945819,0.2488520584390188,2,legitimate,none,0.07908728857207332,0.08828714537726162,0.014391532092278307,0.1336322194890816,0.07346532848018489
user_086,173.81022834570416,639.1708795508342,2.770431417071854,2381.492325109012,0.18005616513360284,4,legitimate,none,0.02680936542351648,0.05717231843842296,0.029503669191692963,0.03391741822342744,0.04147978692994776
user_093,202.7705807035463,423.33140107944223,3.5487277271764652,2696.8902382669057,0.5649755984649214,4,legitimate,none,0.09869373244073996,0.021836586360536103,0.015827194738161004,0.009773417973721051,0.03166430673293073
user_074,189.22183049757265,312.690938784793,1.366157395987261,4339.002576094464,0.1497311906260556,4,legitimate,none,0.11205173494859236,0.01758023641020395,0.06454192285699108,0.07161788109464341,0.1774588424249934
user_040,298.1942691186614,331.2908693756843,1.485266034439665,4459.064525257722,0.3907533483625995,4,legitimate,none,0.07107575442868434,0.007088488507888832,0.00025583924922317265,0.05038650819114571,0.07599965628157564
user_062,225.01091707339899,355.8038305147719,1.0474569777665732,5592.40852749672,0.5045176798707908,7,legitimate,none,0.053758092268279635,0.07369512302596476,0.026574223514459015,0.14412258081712603,0.04118917299230261
user_093,221.19996535873358,431.9012319929229,3.7516214171611715,3069.1742182397547,0.552991575951319,4,legitimate,none,0.016775932337057372,0.042522429045460684,0.0404415492719778,0.1491645068582364,0.052204232316208604
user_045,179.02370131446926,631.1197974269583,2.1198017443417116,4647.521725937242,0.4660628868437401,5,legitimate,none,0.09946898085439121,0.08427752272586225,0.02729849768187357,0.006119992481201107,0.07384698339601042
user_020,159.50224243933545,539.2813872684726,1.8265746487970278,3640.0352107856743,0.5340545622756621,7,legitimate,none,0.020580273688920164,0.027558176700196182,0.05995327895655783,0.032425545509241704,0.04360697839964731
user_063,253.6338706217166,488.3937017411034,1.2170880214373254,2311.3194831894125,0.24652389005591768,4,legitimate,none,0.12296543896550909,0.053523579397642504,0.19922253667010634,0.06398207298849432,0.061252262819630254
user_010,373.31162441437687,639.5367964801119,4.522211805504638,4019.1607800024076,0.46127002832835257,6,legitimate,none,0.08547034669552127,0.04832967116708151,0.18429110016838302,0.14202664542141352,0.10073865918294395
user_082,291.7873678734657,1698.2644425506753,2.5728376281996748,8521.232787304982,0.9115235406498868,6,attack,social_engineering,0.36436756072323956,1.4973566779697332,0.3320464959931138,1.2904608471362042,1.0987046046405542
user_030,336.7002280653956,383.8035743571882,1.533064772560135,3976.005599365946,0.4604983707255501,5,legitimate,none,0.01521785774759148,0.030369959734146627,0.068572671073863,0.14636530526234454,0.2241529255590313
user_007,299.3837688437161,470.56468170062993,1.163041626166127,4369.083967070021,0.3403007627587666,4,legitimate,none,0.039449825791981676,0.11549056027750514,0.10052055154234048,0.07806769792780578,0.022317034426544587
user_029,292.2225573901036,324.9878420446478,5.300449656034689,836.2499662970025,0.8397547854288699,2,attack,session_hijack,0.8568268184682595,0.40240444324304186,1.1133856911840052,0.6118474311591059,2.0493191978027756
user_035,213.09714346547676,1262.4902668055554,1.3242584160631647,9762.555613173263,0.5386737179953806,6,attack,social_engineering,0.15266596005038416,1.1903969779917356,0.38697587534913896,1.0295571862549266,1.5422997388166648
user_082,345.1334876980754,903.3059660230946,7.4421303792396,5647.507538708092,1.0,9,attack,behavioral_anomaly,0.6138085009174538,0.3283427068104336,0.932106795082754,0.5180191909072968,1.3024140475233867
user_088,167.5866410829866,691.2045922942848,1.9325326793558215,2659.4803814205334,0.5316957671499926,5,legitimate,none,0.003707895891039297,0.004968271984743,0.08963566872595456,0.14539098797128777,0.03089802989959898
user_048,367.8767743665616,635.6876353770289,3.9342778380013894,2912.1219261941014,0.16328586289774527,5,legitimate,none,0.08809756645821658,0.06732059671292252,0.0506556142937533,0.0637697150360239,0.04033236407602225
user_066,210.91986763957192,646.6308402155233,1.0352355103642032,2055.675649878203,0.16082186138214588,1,legitimate,none,0.04645082238021646,0.07211013731431355,0.007616089243285068,0.12458054636304379,0.05787497785304715
user_096,268.98464211531456,549.6493088781415,2.2325440590634154,3557.9744939020757,0.4592125718341512,6,legitimate,none,0.024993085106489017,0.04954209354294324,0.0554568662026267,0.08362786220484586,0.11205252596545585
user_025,222.097836154361,738.0886684314316,3.675900313581501,1858.8403891972168,0.43006319453787256,8,legitimate,none,0.056595163584975114,0.1767884532598772,0.026159561061607856,0.08017195238133451,0.13223304409843387
user_023,305.19614674204297,606.009792781564,1.6358090659495976,4659.747737943656,0.41767756834652525,7,legitimate,none,0.05888509227748124,0.02487500130808754,0.0487904037752336,0.0038329404838430385,0.06359384911004476
user_093,205.2621101767144,397.81072824881625,3.627124190560323,2292.581127363008,0.5636589103269801,5,legitimate,none,0.08761899407295783,0.03976516853025489,0.005914588014072539,0.1416085652610525,0.03392103450017263
user_040,290.5760033451994,324.0855971535296,1.3126199670211816,4605.037582993918,0.41491320409665455,6,legitimate,none,0.04371191613338166,0.028683402205008767,0.1160130533629362,0.01929972209919696,0.01886971716269412
user_030,279.1453501996622,460.0059075431759,1.5337070755291882,3191.9760207888767,0.5801597480203136,4,legitimate,none,0.1583214954791769,0.16214536928339143,0.06902036735621492,0.07968676753240676,0.02254758795176811
user_058,139.41105118060548,292.8397613324203,3.772059446129686,3284.069485272486,0.19799621839067366,6,legitimate,none,0.10691219386866098,0.07017071507579405,0.08773793661034278,0.06605837034280963,0.04431477470737937
user_087,298.73220827516326,335.06530310423733,2.91382744857032,3768.633454752887,0.159285421298112,3,legitimate,none,0.029423031125248394,0.018110016227205376,0.15920933897991488,0.0850003541851179,0.14641217704934806
user_076,173.86799231676315,544.1527541851514,3.2106989828905768,5941.093278419709,0.4669631791436539,2,legitimate,none,0.0013535839333399823,0.05968968100680282,0.11218901227601812,0.2825042540165219,0.028742322796297296
user_007,318.1734301435556,403.6608663590187,1.1886901269527115,3289.121671461326,0.3578047989996015,2,legitimate,none,0.020835381066684422,0.04310734849541912,0.08068437472609677,0.18841206640056762,0.027972003783975404
user_053,498.90842013053145,219.37130141156032,8.976427245916355,813.0957935219454,0.6842475778236634,6,attack,credential_theft,0.6733261425979075,0.6209935814853763,1.888677449589358,0.7358769514301158,1.4254093267839836
user_001,185.342783708049,331.8820544982205,3.7881116607208507,4537.31317465168,0.46199880001609117,3,legitimate,none,0.022869231257992263,0.02675654319896212,0.05268354181382648,0.19297963572156965,0.014155778199523952
user_064,241.52825207262066,599.0247254865435,2.9663783192696167,3370.546167679177,0.622198122952327,5,legitimate,none,0.07049224498770082,0.022508523003069734,0.004768787631082698,0.18689490838522688,0.07333021509782721
user_009,265.88633648718263,449.1965132902498,2.345118096428519,3904.8394574949334,0.2587515283708042,6,legitimate,none,0.0588242768545562,0.05771834590058744,0.08401125916817159,0.07271953433639872,0.10964289151973715
user_062,245.25395029248284,275.8773681157764,1.2082201718432783,4482.722057786542,0.49326468083596614,5,legitimate,none,0.03137025003901456,0.16749579601040795,0.12282669733108105,0.08290256253214966,0.06257493952016792
user_017,385.6151094884651,259.6555370148213,8.577436270485983,1232.3111928284443,0.8821314051463685,8,attack,credential_theft,0.7932528415785464,0.561275931365612,1.9448681661090788,0.7356484710679078,1.4334879887867749
user_076,186.651357849859,559.0233420191279,2.752589639089123,4820.775292981543,0.44954941622031463,4,legitimate,none,0.07497650164653497,0.0339929128066275,0.046500475998042884,0.04066112601940514,0.06496198996430613
user_023,311.24600817971526,680.0791056006634,1.7233128308391537,5065.69366215097,0.4023216301624142,4,legitimate,none,0.0402295002936764,0.09430927496295502,0.10489298372828924,0.08295071828533879,0.024490764248220435
user_024,278.084337631126,641.5896958567703,1.9765690875072648,1919.9650457595842,0.23572741478386214,3,legitimate,none,0.10723909130931492,0.02558610223110046,0.01154480155480626,0.1760357536924257,0.06668786263731252
